Index,Country,Client,ISP,Subnets,Aggregate,SUM
7,687,894,373,850,"2,804",1.49
75,687,894,373,850,"2,804",1.49
108,687,894,373,850,"2,804",1.49
269,687,894,373,850,"2,804",1.49
285,687,894,373,850,"2,804",1.49
351,687,894,373,850,"2,804",1.49
512,687,894,373,850,"2,804",1.49
539,687,894,373,850,"2,804",1.49
583,687,894,373,850,"2,804",1.49
676,687,894,373,850,"2,804",1.49
793,687,894,373,850,"2,804",1.49
839,687,894,373,850,"2,804",1.49
842,687,894,373,850,"2,804",1.49
1,687,642,373,850,"2,552",1.35
14,687,642,373,850,"2,552",1.35
16,687,642,373,850,"2,552",1.35
19,687,642,373,850,"2,552",1.35
22,687,642,373,850,"2,552",1.35
27,687,642,373,850,"2,552",1.35
34,687,642,373,850,"2,552",1.35
36,687,642,373,850,"2,552",1.35
38,687,642,373,850,"2,552",1.35
46,687,642,373,850,"2,552",1.35
51,687,642,373,850,"2,552",1.35
58,687,642,373,850,"2,552",1.35
59,687,642,373,850,"2,552",1.35
63,687,642,373,850,"2,552",1.35
70,687,642,373,850,"2,552",1.35
79,687,642,373,850,"2,552",1.35
82,687,642,373,850,"2,552",1.35
83,687,642,373,850,"2,552",1.35
85,687,642,373,850,"2,552",1.35
87,687,642,373,850,"2,552",1.35
88,687,642,373,850,"2,552",1.35
92,687,642,373,850,"2,552",1.35
98,687,642,373,850,"2,552",1.35
100,687,642,373,850,"2,552",1.35
105,687,642,373,850,"2,552",1.35
107,687,642,373,850,"2,552",1.35
111,687,642,373,850,"2,552",1.35
115,687,642,373,850,"2,552",1.35
124,687,642,373,850,"2,552",1.35
126,687,642,373,850,"2,552",1.35
127,687,642,373,850,"2,552",1.35
133,687,642,373,850,"2,552",1.35
134,687,642,373,850,"2,552",1.35
140,687,642,373,850,"2,552",1.35
156,687,642,373,850,"2,552",1.35
161,687,642,373,850,"2,552",1.35
162,687,642,373,850,"2,552",1.35
168,687,642,373,850,"2,552",1.35
169,687,642,373,850,"2,552",1.35
172,687,642,373,850,"2,552",1.35
177,687,642,373,850,"2,552",1.35
179,687,642,373,850,"2,552",1.35
182,687,642,373,850,"2,552",1.35
193,687,642,373,850,"2,552",1.35
202,687,642,373,850,"2,552",1.35
208,687,642,373,850,"2,552",1.35
209,687,642,373,850,"2,552",1.35
212,687,642,373,850,"2,552",1.35
213,687,642,373,850,"2,552",1.35
224,687,642,373,850,"2,552",1.35
230,687,642,373,850,"2,552",1.35
235,687,642,373,850,"2,552",1.35
238,687,642,373,850,"2,552",1.35
242,687,642,373,850,"2,552",1.35
248,687,642,373,850,"2,552",1.35
260,687,642,373,850,"2,552",1.35
262,687,642,373,850,"2,552",1.35
268,687,642,373,850,"2,552",1.35
270,687,642,373,850,"2,552",1.35
274,687,642,373,850,"2,552",1.35
279,687,642,373,850,"2,552",1.35
286,687,642,373,850,"2,552",1.35
288,687,642,373,850,"2,552",1.35
290,687,642,373,850,"2,552",1.35
298,687,642,373,850,"2,552",1.35
301,687,642,373,850,"2,552",1.35
302,687,642,373,850,"2,552",1.35
303,687,642,373,850,"2,552",1.35
308,687,642,373,850,"2,552",1.35
311,687,642,373,850,"2,552",1.35
313,687,642,373,850,"2,552",1.35
322,687,642,373,850,"2,552",1.35
323,687,642,373,850,"2,552",1.35
331,687,642,373,850,"2,552",1.35
332,687,642,373,850,"2,552",1.35
340,687,642,373,850,"2,552",1.35
342,687,642,373,850,"2,552",1.35
343,687,642,373,850,"2,552",1.35
345,687,642,373,850,"2,552",1.35
347,687,642,373,850,"2,552",1.35
352,687,642,373,850,"2,552",1.35
358,687,642,373,850,"2,552",1.35
360,687,642,373,850,"2,552",1.35
363,687,642,373,850,"2,552",1.35
371,687,642,373,850,"2,552",1.35
374,687,642,373,850,"2,552",1.35
377,687,642,373,850,"2,552",1.35
386,687,642,373,850,"2,552",1.35
387,687,642,373,850,"2,552",1.35
406,687,642,373,850,"2,552",1.35
408,687,642,373,850,"2,552",1.35
422,687,642,373,850,"2,552",1.35
434,687,642,373,850,"2,552",1.35
436,687,642,373,850,"2,552",1.35
438,687,642,373,850,"2,552",1.35
440,687,642,373,850,"2,552",1.35
446,687,642,373,850,"2,552",1.35
450,687,642,373,850,"2,552",1.35
456,687,642,373,850,"2,552",1.35
462,687,642,373,850,"2,552",1.35
463,687,642,373,850,"2,552",1.35
469,687,642,373,850,"2,552",1.35
470,687,642,373,850,"2,552",1.35
472,687,642,373,850,"2,552",1.35
475,687,642,373,850,"2,552",1.35
481,687,642,373,850,"2,552",1.35
487,687,642,373,850,"2,552",1.35
489,687,642,373,850,"2,552",1.35
490,687,642,373,850,"2,552",1.35
493,687,642,373,850,"2,552",1.35
498,687,642,373,850,"2,552",1.35
499,687,642,373,850,"2,552",1.35
500,687,642,373,850,"2,552",1.35
508,687,642,373,850,"2,552",1.35
510,687,642,373,850,"2,552",1.35
511,687,642,373,850,"2,552",1.35
516,687,642,373,850,"2,552",1.35
517,687,642,373,850,"2,552",1.35
527,687,642,373,850,"2,552",1.35
528,687,642,373,850,"2,552",1.35
532,687,642,373,850,"2,552",1.35
533,687,642,373,850,"2,552",1.35
534,687,642,373,850,"2,552",1.35
536,687,642,373,850,"2,552",1.35
542,687,642,373,850,"2,552",1.35
545,687,642,373,850,"2,552",1.35
548,687,642,373,850,"2,552",1.35
550,687,642,373,850,"2,552",1.35
553,687,642,373,850,"2,552",1.35
554,687,642,373,850,"2,552",1.35
557,687,642,373,850,"2,552",1.35
558,687,642,373,850,"2,552",1.35
559,687,642,373,850,"2,552",1.35
564,687,642,373,850,"2,552",1.35
565,687,642,373,850,"2,552",1.35
570,687,642,373,850,"2,552",1.35
572,687,642,373,850,"2,552",1.35
573,687,642,373,850,"2,552",1.35
577,687,642,373,850,"2,552",1.35
586,687,642,373,850,"2,552",1.35
590,687,642,373,850,"2,552",1.35
591,687,642,373,850,"2,552",1.35
593,687,642,373,850,"2,552",1.35
594,687,642,373,850,"2,552",1.35
596,687,642,373,850,"2,552",1.35
601,687,642,373,850,"2,552",1.35
602,687,642,373,850,"2,552",1.35
609,687,642,373,850,"2,552",1.35
621,687,642,373,850,"2,552",1.35
627,687,642,373,850,"2,552",1.35
630,687,642,373,850,"2,552",1.35
634,687,642,373,850,"2,552",1.35
646,687,642,373,850,"2,552",1.35
649,687,642,373,850,"2,552",1.35
653,687,642,373,850,"2,552",1.35
655,687,642,373,850,"2,552",1.35
656,687,642,373,850,"2,552",1.35
659,687,642,373,850,"2,552",1.35
660,687,642,373,850,"2,552",1.35
662,687,642,373,850,"2,552",1.35
663,687,642,373,850,"2,552",1.35
664,687,642,373,850,"2,552",1.35
667,687,642,373,850,"2,552",1.35
669,687,642,373,850,"2,552",1.35
671,687,642,373,850,"2,552",1.35
681,687,642,373,850,"2,552",1.35
686,687,642,373,850,"2,552",1.35
696,687,642,373,850,"2,552",1.35
697,687,642,373,850,"2,552",1.35
702,687,642,373,850,"2,552",1.35
703,687,642,373,850,"2,552",1.35
710,687,642,373,850,"2,552",1.35
716,687,642,373,850,"2,552",1.35
723,687,642,373,850,"2,552",1.35
725,687,642,373,850,"2,552",1.35
728,687,642,373,850,"2,552",1.35
729,687,642,373,850,"2,552",1.35
734,687,642,373,850,"2,552",1.35
735,687,642,373,850,"2,552",1.35
738,687,642,373,850,"2,552",1.35
739,687,642,373,850,"2,552",1.35
741,687,642,373,850,"2,552",1.35
743,687,642,373,850,"2,552",1.35
744,687,642,373,850,"2,552",1.35
759,687,642,373,850,"2,552",1.35
770,687,642,373,850,"2,552",1.35
778,687,642,373,850,"2,552",1.35
781,687,642,373,850,"2,552",1.35
792,687,642,373,850,"2,552",1.35
796,687,642,373,850,"2,552",1.35
797,687,642,373,850,"2,552",1.35
801,687,642,373,850,"2,552",1.35
805,687,642,373,850,"2,552",1.35
808,687,642,373,850,"2,552",1.35
823,687,642,373,850,"2,552",1.35
834,687,642,373,850,"2,552",1.35
836,687,642,373,850,"2,552",1.35
837,687,642,373,850,"2,552",1.35
841,687,642,373,850,"2,552",1.35
843,687,642,373,850,"2,552",1.35
844,687,642,373,850,"2,552",1.35
845,687,642,373,850,"2,552",1.35
598,687,894,95,850,"2,526",1.34
287,687,894,48,850,"2,479",1.32
123,687,894,34,850,"2,465",1.31
329,687,894,34,850,"2,465",1.31
418,687,894,34,850,"2,465",1.31
790,687,894,34,850,"2,465",1.31
799,687,894,29,850,"2,460",1.31
15,687,894,7,850,"2,438",1.29
506,687,894,7,850,"2,438",1.29
574,687,894,7,850,"2,438",1.29
39,687,894,3,850,"2,434",1.29
339,687,894,3,850,"2,434",1.29
537,687,894,3,850,"2,434",1.29
257,230,894,373,850,"2,347",1.25
71,687,642,145,850,"2,324",1.23
314,687,642,145,850,"2,324",1.23
321,687,642,145,850,"2,324",1.23
353,687,642,145,850,"2,324",1.23
454,687,642,145,850,"2,324",1.23
502,687,642,145,850,"2,324",1.23
163,687,642,95,850,"2,274",1.21
249,687,642,95,850,"2,274",1.21
518,687,642,95,850,"2,274",1.21
132,687,642,52,850,"2,231",1.18
167,687,642,52,850,"2,231",1.18
401,687,642,52,850,"2,231",1.18
458,687,642,52,850,"2,231",1.18
566,687,642,52,850,"2,231",1.18
54,687,642,48,850,"2,227",1.18
159,687,642,48,850,"2,227",1.18
317,687,642,48,850,"2,227",1.18
563,687,642,48,850,"2,227",1.18
685,687,642,34,850,"2,213",1.17
148,687,642,33,850,"2,212",1.17
265,687,642,33,850,"2,212",1.17
384,687,642,33,850,"2,212",1.17
390,687,642,33,850,"2,212",1.17
531,687,642,33,850,"2,212",1.17
632,687,642,33,850,"2,212",1.17
50,687,642,29,850,"2,208",1.17
102,687,642,29,850,"2,208",1.17
110,687,642,29,850,"2,208",1.17
164,687,642,29,850,"2,208",1.17
181,687,642,29,850,"2,208",1.17
365,687,642,29,850,"2,208",1.17
430,687,642,29,850,"2,208",1.17
451,687,642,29,850,"2,208",1.17
476,687,642,29,850,"2,208",1.17
494,687,642,29,850,"2,208",1.17
629,687,642,29,850,"2,208",1.17
673,687,642,29,850,"2,208",1.17
695,687,642,29,850,"2,208",1.17
775,687,642,29,850,"2,208",1.17
838,687,642,28,850,"2,207",1.17
114,687,642,18,850,"2,197",1.17
149,687,642,9,850,"2,188",1.16
375,687,642,8,850,"2,187",1.16
479,687,642,8,850,"2,187",1.16
761,687,642,8,850,"2,187",1.16
57,687,642,7,850,"2,186",1.16
433,687,642,7,850,"2,186",1.16
543,687,642,7,850,"2,186",1.16
477,687,642,3,850,"2,182",1.16
755,687,642,3,850,"2,182",1.16
524,687,642,2,850,"2,181",1.16
599,687,642,2,850,"2,181",1.16
613,687,642,2,850,"2,181",1.16
513,687,642,1,850,"2,180",1.16
538,687,642,1,850,"2,180",1.16
699,687,642,1,850,"2,180",1.16
3,56,894,373,850,"2,173",1.15
612,56,894,373,850,"2,173",1.15
320,37,894,373,850,"2,154",1.14
657,37,894,373,850,"2,154",1.14
17,29,894,373,850,"2,146",1.14
35,29,894,373,850,"2,146",1.14
261,29,894,373,850,"2,146",1.14
576,29,894,373,850,"2,146",1.14
780,29,894,373,850,"2,146",1.14
833,29,894,373,850,"2,146",1.14
146,11,894,373,850,"2,128",1.13
370,11,894,373,850,"2,128",1.13
45,230,894,145,850,"2,119",1.12
585,230,894,145,850,"2,119",1.12
810,230,894,145,850,"2,119",1.12
817,230,894,145,850,"2,119",1.12
122,230,894,123,850,"2,097",1.11
297,230,642,373,850,"2,095",1.11
732,230,642,373,850,"2,095",1.11
751,230,642,373,850,"2,095",1.11
831,230,642,373,850,"2,095",1.11
416,687,146,373,850,"2,056",1.09
426,687,146,373,850,"2,056",1.09
514,687,146,373,850,"2,056",1.09
1610,687,894,373,100,"2,054",1.09
12,230,894,34,850,"2,008",1.07
42,230,894,34,850,"2,008",1.07
597,230,894,34,850,"2,008",1.07
798,230,894,34,850,"2,008",1.07
1439,687,894,373,52,"2,006",1.06
11,230,894,18,850,"1,992",1.06
1292,687,894,373,38,"1,992",1.06
84,230,894,16,850,"1,990",1.06
150,230,894,16,850,"1,990",1.06
174,230,894,16,850,"1,990",1.06
350,230,894,16,850,"1,990",1.06
486,230,894,16,850,"1,990",1.06
637,230,894,16,850,"1,990",1.06
1190,687,894,373,26,"1,980",1.05
1193,687,894,373,26,"1,980",1.05
232,111,642,373,850,"1,976",1.05
315,111,642,373,850,"1,976",1.05
376,111,642,373,850,"1,976",1.05
529,230,894,1,850,"1,975",1.05
535,230,894,1,850,"1,975",1.05
1238,687,894,373,20,"1,974",1.05
1137,687,894,373,17,"1,971",1.05
147,79,894,145,850,"1,968",1.04
631,79,894,145,850,"1,968",1.04
795,79,894,145,850,"1,968",1.04
1078,687,894,373,13,"1,967",1.04
1086,687,894,373,13,"1,967",1.04
852,687,894,373,12,"1,966",1.04
858,687,894,373,12,"1,966",1.04
1043,687,894,373,10,"1,964",1.04
864,687,894,373,9,"1,963",1.04
867,687,894,373,9,"1,963",1.04
869,687,894,373,9,"1,963",1.04
881,687,894,373,9,"1,963",1.04
906,687,894,373,9,"1,963",1.04
1096,687,894,373,9,"1,963",1.04
924,687,894,373,3,"1,957",1.04
226,79,642,373,850,"1,944",1.03
503,79,642,373,850,"1,944",1.03
610,79,642,373,850,"1,944",1.03
835,79,642,373,850,"1,944",1.03
275,74,642,373,850,"1,939",1.03
392,74,642,373,850,"1,939",1.03
507,74,642,373,850,"1,939",1.03
49,70,894,123,850,"1,937",1.03
520,70,894,123,850,"1,937",1.03
584,70,894,123,850,"1,937",1.03
624,70,894,123,850,"1,937",1.03
6,56,642,373,850,"1,921",1.02
10,56,642,373,850,"1,921",1.02
23,56,642,373,850,"1,921",1.02
44,56,642,373,850,"1,921",1.02
47,56,642,373,850,"1,921",1.02
61,56,642,373,850,"1,921",1.02
69,56,642,373,850,"1,921",1.02
73,56,642,373,850,"1,921",1.02
77,56,642,373,850,"1,921",1.02
99,56,642,373,850,"1,921",1.02
104,56,642,373,850,"1,921",1.02
143,56,642,373,850,"1,921",1.02
154,56,642,373,850,"1,921",1.02
165,56,642,373,850,"1,921",1.02
184,56,642,373,850,"1,921",1.02
185,56,642,373,850,"1,921",1.02
194,56,642,373,850,"1,921",1.02
277,56,642,373,850,"1,921",1.02
289,56,642,373,850,"1,921",1.02
326,56,642,373,850,"1,921",1.02
336,56,642,373,850,"1,921",1.02
372,56,642,373,850,"1,921",1.02
480,56,642,373,850,"1,921",1.02
482,56,642,373,850,"1,921",1.02
485,56,642,373,850,"1,921",1.02
519,56,642,373,850,"1,921",1.02
540,56,642,373,850,"1,921",1.02
541,56,642,373,850,"1,921",1.02
551,56,642,373,850,"1,921",1.02
552,56,642,373,850,"1,921",1.02
562,56,642,373,850,"1,921",1.02
578,56,642,373,850,"1,921",1.02
605,56,642,373,850,"1,921",1.02
611,56,642,373,850,"1,921",1.02
661,56,642,373,850,"1,921",1.02
674,56,642,373,850,"1,921",1.02
680,56,642,373,850,"1,921",1.02
719,56,642,373,850,"1,921",1.02
745,56,642,373,850,"1,921",1.02
752,56,642,373,850,"1,921",1.02
757,56,642,373,850,"1,921",1.02
760,56,642,373,850,"1,921",1.02
786,56,642,373,850,"1,921",1.02
802,56,642,373,850,"1,921",1.02
818,56,642,373,850,"1,921",1.02
819,56,642,373,850,"1,921",1.02
820,56,642,373,850,"1,921",1.02
357,687,10,373,850,"1,920",1.02
1858,687,894,145,192,"1,918",1.02
496,39,642,373,850,"1,904",1.01
754,39,642,373,850,"1,904",1.01
13,37,642,373,850,"1,902",1.01
292,37,642,373,850,"1,902",1.01
325,37,642,373,850,"1,902",1.01
505,37,642,373,850,"1,902",1.01
95,29,642,373,850,"1,894",1.00
117,29,642,373,850,"1,894",1.00
236,29,642,373,850,"1,894",1.00
263,29,642,373,850,"1,894",1.00
284,29,642,373,850,"1,894",1.00
362,29,642,373,850,"1,894",1.00
466,29,642,373,850,"1,894",1.00
544,29,642,373,850,"1,894",1.00
549,29,642,373,850,"1,894",1.00
640,29,642,373,850,"1,894",1.00
644,29,642,373,850,"1,894",1.00
688,29,642,373,850,"1,894",1.00
758,29,642,373,850,"1,894",1.00
807,29,642,373,850,"1,894",1.00
91,111,894,16,850,"1,871",0.99
144,111,894,16,850,"1,871",0.99
152,111,894,16,850,"1,871",0.99
399,687,189,145,850,"1,871",0.99
453,111,894,16,850,"1,871",0.99
567,111,894,16,850,"1,871",0.99
604,111,894,16,850,"1,871",0.99
620,111,894,16,850,"1,871",0.99
638,111,894,16,850,"1,871",0.99
821,111,894,16,850,"1,871",0.99
826,111,894,16,850,"1,871",0.99
1698,687,894,95,192,"1,868",0.99
1721,687,894,95,192,"1,868",0.99
1723,687,894,95,192,"1,868",0.99
1756,687,894,95,192,"1,868",0.99
1767,687,894,95,192,"1,868",0.99
1788,687,894,95,192,"1,868",0.99
1800,687,894,95,192,"1,868",0.99
1808,687,894,95,192,"1,868",0.99
1830,687,894,95,192,"1,868",0.99
1837,687,894,95,192,"1,868",0.99
1859,687,894,95,192,"1,868",0.99
1879,687,894,95,192,"1,868",0.99
715,230,642,145,850,"1,867",0.99
405,111,894,3,850,"1,858",0.99
81,74,894,34,850,"1,852",0.98
5,230,642,123,850,"1,845",0.98
97,230,642,123,850,"1,845",0.98
118,230,642,123,850,"1,845",0.98
136,230,642,123,850,"1,845",0.98
252,230,642,123,850,"1,845",0.98
273,230,642,123,850,"1,845",0.98
380,230,642,123,850,"1,845",0.98
383,230,642,123,850,"1,845",0.98
435,230,642,123,850,"1,845",0.98
468,230,642,123,850,"1,845",0.98
555,230,642,123,850,"1,845",0.98
672,230,642,123,850,"1,845",0.98
693,230,642,123,850,"1,845",0.98
766,230,642,123,850,"1,845",0.98
811,230,642,123,850,"1,845",0.98
847,230,642,123,850,"1,845",0.98
106,687,146,145,850,"1,828",0.97
633,687,146,145,850,"1,828",0.97
768,687,146,145,850,"1,828",0.97
48,49,894,34,850,"1,827",0.97
650,49,894,34,850,"1,827",0.97
1719,687,894,52,192,"1,825",0.97
1828,687,894,52,192,"1,825",0.97
1829,687,894,52,192,"1,825",0.97
1865,687,894,52,192,"1,825",0.97
200,687,189,95,850,"1,821",0.97
214,687,189,95,850,"1,821",0.97
219,687,189,95,850,"1,821",0.97
368,687,189,95,850,"1,821",0.97
706,687,189,95,850,"1,821",0.97
717,687,189,95,850,"1,821",0.97
1722,687,894,48,192,"1,821",0.97
1783,687,894,48,192,"1,821",0.97
1802,687,894,48,192,"1,821",0.97
1817,687,894,48,192,"1,821",0.97
1836,687,894,48,192,"1,821",0.97
1709,687,894,33,192,"1,806",0.96
1731,687,894,33,192,"1,806",0.96
1743,687,894,33,192,"1,806",0.96
1774,687,894,33,192,"1,806",0.96
1803,687,894,33,192,"1,806",0.96
67,49,894,6,850,"1,799",0.95
455,49,894,6,850,"1,799",0.95
31,16,894,34,850,"1,794",0.95
246,16,894,34,850,"1,794",0.95
293,16,894,34,850,"1,794",0.95
324,16,894,34,850,"1,794",0.95
327,16,894,34,850,"1,794",0.95
588,16,894,34,850,"1,794",0.95
774,16,894,34,850,"1,794",0.95
504,32,894,17,850,"1,793",0.95
636,32,894,17,850,"1,793",0.95
1748,687,894,18,192,"1,791",0.95
283,37,894,5,850,"1,786",0.95
492,37,894,5,850,"1,786",0.95
575,37,894,5,850,"1,786",0.95
762,37,894,5,850,"1,786",0.95
1852,687,894,13,192,"1,786",0.95
116,40,894,1,850,"1,785",0.95
1570,687,642,373,81,"1,783",0.95
1694,687,894,10,192,"1,783",0.95
1779,687,894,10,192,"1,783",0.95
1833,687,894,10,192,"1,783",0.95
1816,687,894,9,192,"1,782",0.95
608,3,894,34,850,"1,781",0.94
1727,687,894,8,192,"1,781",0.94
1789,687,894,8,192,"1,781",0.94
240,687,146,95,850,"1,778",0.94
720,687,189,52,850,"1,778",0.94
794,687,189,52,850,"1,778",0.94
1696,687,894,5,192,"1,778",0.94
1716,687,894,5,192,"1,778",0.94
1771,687,894,5,192,"1,778",0.94
1810,687,894,5,192,"1,778",0.94
1595,687,894,95,100,"1,776",0.94
1599,687,894,95,100,"1,776",0.94
1629,687,894,95,100,"1,776",0.94
1635,687,894,95,100,"1,776",0.94
1638,687,894,95,100,"1,776",0.94
1652,687,894,95,100,"1,776",0.94
1685,687,894,95,100,"1,776",0.94
1737,687,894,2,192,"1,775",0.94
1769,687,894,2,192,"1,775",0.94
1790,687,894,2,192,"1,775",0.94
1867,687,894,2,192,"1,775",0.94
4,687,189,48,850,"1,774",0.94
33,687,189,48,850,"1,774",0.94
266,687,189,48,850,"1,774",0.94
278,687,189,48,850,"1,774",0.94
464,687,189,48,850,"1,774",0.94
824,687,189,48,850,"1,774",0.94
1693,687,894,1,192,"1,774",0.94
1707,687,894,1,192,"1,774",0.94
1744,687,894,1,192,"1,774",0.94
348,16,894,4,850,"1,764",0.94
1309,687,894,145,38,"1,764",0.94
417,12,894,2,850,"1,758",0.93
460,12,894,1,850,"1,757",0.93
1542,687,894,95,81,"1,757",0.93
1549,687,894,95,81,"1,757",0.93
1575,687,894,95,81,"1,757",0.93
1588,687,894,95,81,"1,757",0.93
726,687,189,28,850,"1,754",0.93
1185,687,894,145,26,"1,752",0.93
1494,687,642,373,49,"1,751",0.93
9,111,642,145,850,"1,748",0.93
53,111,642,145,850,"1,748",0.93
142,111,642,145,850,"1,748",0.93
158,111,642,145,850,"1,748",0.93
187,111,642,145,850,"1,748",0.93
221,111,642,145,850,"1,748",0.93
233,111,642,145,850,"1,748",0.93
276,111,642,145,850,"1,748",0.93
420,111,642,145,850,"1,748",0.93
568,111,642,145,850,"1,748",0.93
595,111,642,145,850,"1,748",0.93
606,111,642,145,850,"1,748",0.93
626,111,642,145,850,"1,748",0.93
806,111,642,145,850,"1,748",0.93
1171,687,894,145,22,"1,748",0.93
677,687,189,18,850,"1,744",0.93
700,687,189,18,850,"1,744",0.93
1145,687,894,145,17,"1,743",0.92
748,230,642,18,850,"1,740",0.92
1219,687,894,145,13,"1,739",0.92
1058,687,894,145,12,"1,738",0.92
1609,687,894,52,100,"1,733",0.92
1359,687,894,95,56,"1,732",0.92
1362,687,894,95,56,"1,732",0.92
1367,687,894,95,56,"1,732",0.92
1373,687,894,95,56,"1,732",0.92
1376,687,894,95,56,"1,732",0.92
1378,687,894,95,56,"1,732",0.92
1381,687,894,95,56,"1,732",0.92
1382,687,894,95,56,"1,732",0.92
1394,687,894,95,56,"1,732",0.92
1407,687,894,95,56,"1,732",0.92
237,687,146,48,850,"1,731",0.92
253,687,146,48,850,"1,731",0.92
310,687,146,48,850,"1,731",0.92
457,687,146,48,850,"1,731",0.92
546,687,146,48,850,"1,731",0.92
